3424123719,1998,79
3553327368,1998,43
3589143954,1998,71
3680466597,1998,67
3683114400,1998,63
3695789321,1998,72
3698210388,1998,40
3725370328,1998,61
3755042585,1998,76
3792560046,1998,64
3804080515,1998,44
3835167462,1998,59
3835627586,1998,54
3846617983,1998,52
3860509210,1998,78
3893760987,1998,75
3936336506,1998,47
3945668122,1998,70
3948296506,1998,55
3958631518,1998,45
3959735030,1998,46
3959867848,1998,49
3972101307,1998,50
3978744872,1998,62
3979838975,1998,57
4000181003,1998,66
4019728654,1998,77
4070644777,1998,74
4130144930,1998,53
4144643700,1998,69
4162459164,1998,41
4195358018,1998,48
4204327203,1998,51
4229058658,1998,56
4258248122,1998,73
4259523518,1998,42
4322914592,1998,58
4364145775,1998,65
4382878336,1998,68
4445654176,1998,60
5791875920,1994,71
5945520673,1992,71
5953806237,1995,71
6082662735,1992,72
6086559287,1996,79
6094857618,1996,71
6096975918,1997,79
6125452526,1992,79
6143698484,1994,59
6149061528,1993,71
6161765944,1997,71
6164211920,1992,55
6165718089,1995,72
6184992923,1997,64
6220999101,1994,79
6226736904,1996,55
6229499393,1995,75
6239560871,1995,76
6266773366,1995,79
6290853513,1995,59
6300859287,1994,55
6312893492,1993,75
6326657255,1992,52
6329817914,1993,61
6337688211,1995,64
6342711015,1993,55
6358522943,1993,43
6372927264,1997,52
6379340748,1997,40
6380057064,1996,41
6382034658,1993,40
6384605378,1993,72
6387782986,1993,79
6390521469,1997,76
6395458610,1992,59
6401898562,1995,43
6405666522,1996,66
6408868609,1994,52
6409727300,1993,59
6410252673,1996,43
6418103797,1992,40
6420560847,1997,72
6424478604,1995,61
6426732319,1997,43
6431206336,1997,55
6437149944,1992,63
6439163794,1993,41
6454616521,1996,50
6454765835,1995,67
6456432352,1994,76
6458393784,1994,72
6461380401,1992,76
6484432568,1993,52
6488850668,1996,45
6493295161,1994,63
6495180880,1994,61
6501113968,1993,57
6502125649,1996,63
6510029432,1997,75
6510307841,1994,64
6519111073,1996,76
6525665927,1994,40
6536932124,1997,54
6539366376,1995,62
6541879729,1996,61
6546458610,1996,46
6558772163,1993,76
6562894079,1996,59
6562962487,1994,75
6563646251,1995,40
6564940527,1996,75
6571540214,1997,62
6572086846,1994,43
6574132099,1992,43
6576032819,1994,66
6578456138,1996,40
6580940135,1997,59
6586538461,1992,61
6596737151,1994,50
6598056575,1996,67
6601010229,1992,62
6603309817,1995,47
6614661298,1997,61
6616633932,1995,52
6617746150,1995,54
6624824324,1997,41
6636715879,1993,54
6637877324,1993,67
6642164323,1995,63
6642879253,1992,67
6642939280,1993,63
6646909733,1995,46
6656732408,1992,41
6656963454,1997,78
6659827925,1995,50
6661380481,1993,62
6668044014,1992,50
6673551973,1993,78
6673821228,1997,58
6677778187,1994,77
6679260631,1996,52
6691029370,1996,78
6705723103,1993,66
6714537523,1995,44
6717830860,1996,77
6718571799,1995,57
6727625998,1992,75
6730883299,1992,78
6732584121,1995,55
6734349931,1997,44
6738756530,1992,54
6740138960,1994,45
6741527996,1994,53
6742644418,1996,72
6745438347,1997,63
6747693662,1997,46
6755654898,1997,66
6758440512,1996,58
6762927970,1997,45
6763605438,1996,57
6763648338,1994,54
6764674340,1993,45
6769490915,1995,53
6769724436,1993,49
6771705645,1997,42
6773151840,1992,66
6773948949,1994,44
6778311943,1997,50
6781640340,1995,74
6782433544,1994,47
6783046496,1992,45
6783420789,1993,77
6785666627,1997,67
6786320672,1995,49
6791270791,1997,74
6796414799,1996,47
6801494826,1995,41
6805618335,1994,62
6825894334,1997,77
6831573122,1996,44
6832025455,1996,73
6832348876,1996,62
6832731514,1996,69
6839863219,1997,69
6844550759,1992,60
6867387556,1997,49
6871377174,1995,73
6871669861,1994,42
6873007289,1995,78
6874053112,1995,66
6878576876,1993,53
6886859642,1994,48
6889765819,1994,78
6890416180,1997,51
6892805375,1996,54
6903254888,1996,53
6916324003,1994,73
6918049898,1992,57
6919737436,1993,47
6930467621,1997,47
6937644159,1994,58
6944255619,1993,44
6945853876,1993,73
6954631030,1994,67
6956560451,1992,64
6960241189,1997,53
6960570696,1992,42
6971700893,1996,70
6985920856,1993,50
6993738734,1992,69
6997669629,1995,58
7000267344,1993,64
7009023813,1994,57
7010120097,1997,68
7012618906,1992,77
7013631699,1995,45
7019061940,1994,46
7023034684,1993,48
7034861207,1996,64
7036373470,1993,46
7040096938,1995,60
7041104465,1997,70
7044215380,1995,68
7044955465,1995,69
7045010342,1997,73
7047940337,1992,44
7049023811,1992,56
7055353878,1993,74
7059280620,1993,68
7061358044,1994,68
7063055884,1995,77
7072285707,1992,49
7077296627,1996,60
7079353328,1993,69
7083167031,1996,49
7086198960,1994,41
7093880636,1994,51
7101978837,1994,74
7104613185,1997,57
7105405127,1992,46
7122881926,1997,56
7126061027,1992,74
7130260446,1997,65
7136558061,1994,69
7136768663,1992,53
7137131058,1996,42
7141121473,1995,42
7143627518,1995,56
7152976211,1992,58
7156912379,1995,51
7157349757,1994,49
7158257544,1996,51
7197665271,1992,73
7201434704,1994,56
7204223670,1995,48
7215774624,1992,51
7216305524,1992,70
7218551955,1996,56
7233806943,1995,70
7235770546,1993,51
7237748553,1993,42
7243703041,1993,70
7257074782,1993,56
7257992096,1996,74
7274388343,1994,70
7278012359,1997,48
7292018911,1992,47
7299486342,1996,65
7307030629,1996,48
7311857458,1993,65
7332374720,1996,68
7336259130,1993,60
7338251519,1992,68
7416913901,1992,48
7458190031,1993,58
7471700197,1994,60
7503528393,1992,65
7548275489,1995,65
7573027340,1997,60
7877750677,1994,65
