1997,235,154,8387883
1997,234,128,1367275
1998,233,150,43206
1997,233,149,2833396
1997,233,137,10184683
1997,236,139,3658283
1998,233,149,2812477
1998,233,158,1950181
1997,239,121,2454149
1997,237,130,13815001
1997,238,154,12321589
1997,233,156,17945832
1998,233,127,920797
1998,235,150,8140152
1998,237,123,5036951
1997,233,148,6178788
1998,230,125,15999266
1998,231,151,14604370
1998,239,148,5499746
1997,230,142,6801741
1998,230,134,10515117
1997,233,134,1555386
1997,230,125,10498887
1997,235,120,4188352
1998,234,155,1979177
1997,233,128,7837732
1997,230,128,2734996
1997,231,146,4241477
1998,233,133,2692512
1997,238,122,11175181
1997,237,121,4100795
1997,231,130,6644799
1998,231,152,7040501
1998,232,132,4759199
1997,235,128,8179124
1997,230,150,3168291
1998,233,131,3251435
1998,239,137,5884890
1997,231,132,16681724
1998,234,131,4842119
1997,239,140,6705541
1997,238,150,5475623
1997,236,126,8480597
1997,239,120,2410165
1998,235,159,10600181
1998,236,158,2716635
1997,236,142,14680567
1997,230,141,1756520
1997,235,143,4855520
1998,238,157,3333659
1998,230,154,7197639
1997,237,158,4499950
1998,234,158,7523403
1997,234,145,1809164
1998,238,125,7194425
1997,234,134,3258412
1998,237,130,4022974
1997,235,146,11549967
1998,231,143,6475372
1998,231,132,13051107
1997,231,145,7546363
1997,234,136,2965160
1997,235,153,7188541
1997,234,143,14444633
1997,238,145,11723128
1998,231,125,2173777
1998,237,142,2074909
1998,236,157,12192419
1997,233,158,6653073
1998,238,129,1497018
1997,230,159,4361724
1998,230,138,9823511
1997,239,125,3370233
1997,231,137,6870298
1997,239,133,523875
1997,239,126,10181484
1997,233,154,3775432
1997,233,145,494524
1998,231,145,5504475
1997,237,137,9251584
1997,236,140,6840777
1997,238,129,5463019
1997,236,128,9776436
1997,239,138,3007242
1998,230,131,4100633
1998,230,120,8249823
1997,235,135,5532883
1998,234,153,2764062
1997,238,149,960364
1998,238,131,316601
1998,235,131,3527127
1997,237,151,6007311
1997,230,124,4550838
1998,233,135,2126068
1998,236,148,4087165
1998,238,126,12802272
1997,238,123,9685435
1998,237,155,1423365
1997,230,123,2553466
1998,233,134,11170589
1998,231,153,2039347
1997,234,150,6029840
1997,230,120,6605321
1998,238,130,4793922
1997,233,130,4717984
1997,239,157,5994654
1998,239,136,2244027
1997,233,135,8411518
1998,238,145,4222801
1998,233,128,10353786
1998,239,157,5612850
1997,238,144,1152532
1998,237,134,4607397
1998,236,145,9295477
1997,230,158,2856945
