221,225,1992,70837969
225,221,1992,56897782
221,221,1992,47153898
225,225,1992,46452414
225,221,1993,31130036
221,221,1993,44062951
225,225,1993,71208289
221,225,1993,27552388
225,221,1994,43412510
221,225,1994,53792238
221,221,1994,35523998
225,225,1994,64249089
221,221,1995,42956649
225,221,1995,54380306
225,225,1995,66635126
221,225,1995,39058142
225,221,1996,53140806
225,225,1996,82768068
221,225,1996,71631939
221,221,1996,49200466
225,225,1997,66353581
225,221,1997,67726684
221,221,1997,47127137
221,225,1997,67043328
