1998,1,4,910944958
1997,23,4,1027915793
1998,1,5,545704080
1998,23,4,530143996
1998,1,1,437146169
1997,18,6,1015081991
1998,2,8,632882304
1997,18,2,998117362
1998,3,8,562106399
1998,3,7,549768905
1997,1,3,954470220
1997,3,1,991987935
1997,3,4,899293539
1997,23,6,1075049982
1997,18,8,1058781292
1997,18,9,913285862
1997,3,8,990861246
1997,3,0,928786448
1997,2,3,1071967774
1998,1,9,536661533
1998,18,8,569726993
1998,1,7,579379563
1997,1,2,987659327
1997,23,9,1071035405
1997,2,0,1196345584
1997,2,5,1081769883
1997,3,7,890831818
1998,3,3,557259831
1997,23,0,1045476291
1997,23,8,956995382
1997,2,1,1017081993
1998,2,1,677427374
1998,2,4,605474065
1997,2,7,1180205952
1997,23,3,1036732625
1997,18,5,972357024
1997,23,7,1017049083
1998,18,6,482348002
1997,2,9,1079518199
1997,3,5,919544234
1997,18,4,1053808641
1998,2,7,716584831
1998,23,5,512693558
1997,3,9,967694140
1997,3,3,863413364
1998,18,7,544204420
1998,3,5,647934763
1997,23,2,900437197
1997,1,5,877786380
1998,23,9,558510981
1998,2,5,670022286
1998,23,7,468502839
1997,1,9,874591426
1997,23,1,969582326
1997,18,0,958145501
1997,1,8,886634779
1997,2,2,988134633
1998,23,2,539827070
1997,18,3,938034039
1998,18,2,574141959
1998,3,0,515429489
1998,1,2,495464914
1997,1,7,823178537
1997,2,8,1126875871
1998,23,1,539678746
1998,18,9,579856971
1997,2,6,962891754
1998,23,8,588013715
1998,3,4,545322171
1998,23,0,563730353
1998,18,5,501352224
1997,2,4,1139519100
1997,1,4,894281279
1998,2,6,617067507
1997,18,7,1009080606
1998,23,6,657306169
1998,3,1,529883221
1997,18,1,968335236
1998,3,9,515053927
1998,23,3,629088945
1998,1,6,485519089
1997,23,5,944769483
1997,1,1,896327507
1998,1,8,512476052
1997,3,6,1060627663
1998,18,1,492423113
1998,2,3,675942025
1998,18,3,550857596
1997,1,0,838642730
1998,2,2,668642189
1997,1,6,999358376
1998,1,3,598471917
1998,2,9,557483588
1998,2,0,513660771
1997,3,2,835300179
1998,18,0,609544940
1998,3,2,463833024
1998,3,6,516915235
1998,18,4,593373704
