746176483,1992,260
616321532,1996,255
671510854,1997,255
650798961,1993,255
690363068,1995,254
644135324,1997,254
388279837,1998,260
606941892,1992,253
627221656,1992,254
499213485,1996,260
687538428,1994,255
627671384,1994,253
655254056,1995,255
523653682,1996,257
608569049,1993,254
607872935,1995,259
391161350,1998,255
630099284,1993,259
719439606,1995,258
609299993,1997,257
794523850,1992,259
700204416,1993,260
329920006,1998,253
667804264,1993,256
691607593,1997,260
679137545,1996,253
715535639,1994,258
653271850,1996,259
669123081,1993,258
443739753,1998,258
688019107,1995,256
531474900,1992,256
544961148,1993,257
650072004,1994,254
568467345,1997,256
678869397,1997,253
565173456,1992,257
666147319,1995,260
603868382,1997,259
713506363,1994,259
810360047,1994,260
575445361,1992,255
369917257,1998,257
625691031,1997,258
578417088,1992,258
573032646,1994,257
374484623,1998,259
598412634,1995,253
524346948,1993,253
666195481,1996,258
633978608,1994,256
366172944,1998,254
605139512,1996,254
734664488,1995,257
661249900,1996,256
366583567,1998,256
13169096,1997,738
16159403,1992,738
10860310,1996,738
5936578,1994,738
10474464,1995,738
