1992,18,9447792599
1995,23,9775617346
1996,2,8781059556
1994,18,10024539879
1995,1,9498914096
1997,1,9785374449
1998,1,5870133084
1994,3,10027691649
1998,3,5538835145
1993,3,9695638947
1994,2,9219878871
1995,18,9395444527
1992,1,9605266850
1993,23,10006312554
1994,23,9694727378
1995,2,9155232609
1998,2,5337791944
1997,3,10600211238
1992,2,9191650191
1994,1,10090561476
1998,23,5773807658
1993,2,9014633228
1992,3,9718643060
1997,23,10316339121
1995,3,9946521660
1997,18,9214362012
1998,18,5405220643
1996,18,9659018211
1996,1,10142762538
1993,1,9944502109
1996,23,9952737121
1997,2,9248555186
1992,23,9977687991
1993,18,9122767078
1996,3,9867705827
