1997,1,0,847462288
1997,1,1,896327507
1997,1,2,1007033549
1997,1,3,974821543
1997,1,4,896812810
1997,1,5,900601640
1997,1,6,1002212704
1997,1,7,823954843
1997,18,0,958145501
1997,18,1,968335236
1997,18,2,998117362
1997,18,3,938034039
1997,18,4,1053808641
1997,18,5,972357024
1997,18,6,1015081991
1997,18,7,1009080606
1997,18,8,1058781292
1997,1,8,894032797
1997,18,9,913285862
1997,1,9,884657239
1997,2,0,1210023045
1997,2,1,1031398831
1997,2,2,1006837619
1997,23,0,1045476291
1997,2,3,1079241348
1997,23,1,969582326
1997,23,2,903652266
1997,23,3,1036732625
1997,23,4,1030530198
1997,23,5,944769483
1997,23,6,1075049982
1997,23,7,1017049083
1997,23,8,956995382
1997,23,9,1071035405
1997,2,4,1160496422
1997,2,5,1090996883
1997,2,6,984011386
1997,2,7,1182988621
1997,2,8,1139180914
1997,2,9,1086369893
1997,3,0,928786448
1997,3,1,991987935
1997,3,2,835300179
1997,3,3,863413364
1997,3,4,899293539
1997,3,5,919544234
1997,3,6,1060627663
1997,3,7,890831818
1997,3,8,990861246
1997,3,9,967694140
1998,1,0,466323007
1998,1,1,441021599
1998,1,2,507495018
1998,1,3,602463665
1998,1,4,452855813
1998,1,5,552853347
1998,1,6,494271311
1998,1,7,590061048
1998,18,0,609544940
1998,18,1,492423113
1998,18,2,574141959
1998,18,3,550857596
1998,18,4,593373704
1998,1,8,525079658
1998,18,5,501352224
1998,18,6,482348002
1998,18,7,544204420
1998,18,8,569726993
1998,18,9,579856971
1998,1,9,537121853
1998,2,0,523841793
1998,2,1,680533662
1998,2,2,672461787
1998,23,0,563730353
1998,23,1,539678746
1998,23,2,539827070
1998,23,3,629088945
1998,23,4,530143996
1998,23,5,512693558
1998,23,6,657306169
1998,2,3,682040665
1998,23,7,468502839
1998,23,8,588013715
1998,23,9,558510981
1998,2,4,609351447
1998,2,5,672873797
1998,2,6,630553447
1998,2,7,734287375
1998,2,8,633108957
1998,2,9,560661789
1998,3,0,515429489
1998,3,1,529883221
1998,3,2,463833024
1998,3,3,557259831
1998,3,4,545322171
1998,3,5,647934763
1998,3,6,516915235
1998,3,7,549768905
1998,3,8,562106399
1998,3,9,515053927
